5.2685e-05,0.80941,0.1892,0.0013353,6.3218e-06
1.0676e-06,0.98475,0.013919,0.0013303,6.8072e-07
1.2522e-07,0.90755,0.028206,0.063251,0.00099235
6.9674e-09,0.87722,0.0058289,0.11607,0.00088641
0.0013412,0.73088,0.26773,4.6399e-05,3.1711e-08
2.2871e-07,0.93594,0.029547,0.034182,0.00033317
6.5203e-06,0.68437,0.28004,0.032979,0.0026035
7.0469e-08,0.88713,0.022846,0.088536,0.0014884
0.038397,0.14914,0.81246,3.656e-06,8.5344e-09
0.012122,0.29365,0.69421,1.3664e-05,2.8689e-08
0.00013285,0.13241,0.86242,0.0035439,0.0014942
1.8457e-08,0.95985,0.0055163,0.034544,8.9185e-05
3.7623e-08,0.46451,0.040596,0.40899,0.085904
1.5965e-08,0.69872,0.016708,0.27297,0.011606
1.0044e-08,0.72905,0.011684,0.25197,0.0072954
2.6178e-06,0.58142,0.29713,0.097191,0.02425
2.3443e-08,0.070243,0.035277,0.27222,0.62227
0.00012619,0.85456,0.14503,0.00027988,3.4822e-07
3.2161e-07,0.97539,0.016874,0.0077183,1.7384e-05
4.4285e-12,0.027061,0.00023843,0.70427,0.26843
3.1599e-07,0.85302,0.059826,0.084277,0.0028754
1.2199e-07,0.89533,0.029192,0.074234,0.0012392
0.00018705,0.91994,0.079808,5.9975e-05,1.411e-08
2.1631e-14,0.12445,5.5997e-06,0.87324,0.0023025
7.9037e-06,0.9348,0.063341,0.00185,4.0413e-06
0.0018434,0.78765,0.21048,2.145e-05,6.0978e-09
7.3284e-11,0.17449,0.0010931,0.76024,0.064181
8.2008e-12,0.22993,0.00023852,0.75675,0.013083
9.6119e-08,0.88527,0.027438,0.085686,0.0016024
3.5296e-09,0.39157,0.0098514,0.54293,0.055653
5.4546e-11,0.87376,0.00023396,0.12592,8.1389e-05
0.00030301,0.32145,0.67705,0.0011445,5.0131e-05
5.6262e-07,0.63197,0.14428,0.18963,0.034116
2.1175e-08,0.92702,0.0084989,0.06411,0.00037318
1.5847e-05,0.88213,0.11536,0.0024776,1.0656e-05
0.0025685,0.39893,0.59843,7.6777e-05,3.1725e-07
0.0058265,0.16177,0.83237,3.6602e-05,4.251e-07
0.08531,0.026805,0.88788,7.8116e-07,9.0443e-09
8.8301e-06,0.7682,0.21622,0.015106,0.00046681
7.287e-08,0.0036597,0.038607,0.026796,0.93094
2.2172e-09,0.68752,0.0046239,0.30287,0.0049851
1.3671e-09,0.75243,0.0029175,0.24255,0.0021022
6.5861e-11,0.42173,0.00072536,0.56955,0.0079921
0.00034268,0.060994,0.9371,0.0010032,0.00055577
3.0735e-05,0.6714,0.32207,0.0063198,0.00018104
3.6903e-09,0.94137,0.0024786,0.056041,0.00011455
2.7525e-05,0.93079,0.068701,0.00047868,4.2222e-07
1.6305e-05,0.76108,0.23093,0.0078018,0.00016665
4.5183e-06,0.87044,0.11804,0.011364,0.0001571
6.2883e-06,0.91352,0.082294,0.0041565,1.887e-05
2.2645e-06,0.63171,0.25493,0.096144,0.017218
0.00051052,0.013745,0.98444,0.00035332,0.00095067
5.8584e-06,0.52433,0.39465,0.065589,0.015428
6.6863e-07,0.81169,0.099009,0.084728,0.0045685
6.4481e-07,0.97591,0.019187,0.0048934,7.1632e-06
1.4396e-05,0.90332,0.094676,0.0019858,5.9215e-06
7.1012e-07,0.9014,0.063492,0.034473,0.00062976
1.1607e-06,0.9821,0.016263,0.0016367,1.0722e-06
6.1893e-05,0.83476,0.16432,0.00085644,2.5579e-06
3.8231e-14,0.14988,8.1904e-06,0.84766,0.0024531
4.4608e-17,0.0040433,2.0442e-07,0.96,0.035959
6.2774e-18,0.0034774,5.7174e-08,0.97928,0.017243
9.2337e-14,0.027162,2.1294e-05,0.90361,0.069204
4.2949e-10,0.10527,0.0035329,0.65096,0.24024
3.7894e-12,0.58759,8.4824e-05,0.41178,0.00054125
7.8877e-12,0.28412,0.00022002,0.70707,0.0085905
1.0016e-07,0.98439,0.0075274,0.0080692,8.7955e-06
4.8246e-08,0.9334,0.013138,0.053094,0.00036355
1.5499e-07,0.98056,0.010491,0.0089384,1.3119e-05
1.2168e-11,0.077312,0.00039903,0.81747,0.10482
0.50676,0.00046949,0.49277,6.9935e-09,6.1622e-10
0.051214,0.0023981,0.94639,6.8355e-07,2.3844e-07
0.16153,0.0011964,0.83727,1.0154e-07,2.3895e-08
0.99281,1.8493e-06,0.0071841,1.5745e-13,9.959e-16
0.047143,0.0074784,0.94538,1.1782e-06,1.1437e-07
0.034741,0.0021866,0.96307,1.0805e-06,6.1463e-07
0.26215,0.0021153,0.73574,5.6921e-08,3.3498e-09
0.99997,1.5412e-11,2.6966e-05,6.5779e-20,4.876e-21
0.98717,1.495e-07,0.012825,1.8438e-13,7.5881e-14
0.12726,0.021177,0.85156,4.2404e-07,4.0937e-09
0.011357,0.0017671,0.98686,4.1738e-06,8.4816e-06
0.94981,1.0787e-06,0.050189,4.5624e-12,3.1668e-12
0.99974,2.1816e-10,0.00026085,1.1129e-17,3.7925e-18
0.99934,3.4703e-07,0.00065844,1.0581e-15,3.4823e-19
0.99876,9.4124e-08,0.0012431,2.0156e-15,1.1835e-17
0.92201,0.0002038,0.077785,8.5495e-11,2.7221e-13
0.98954,2.6056e-05,0.010433,8.7535e-13,4.9759e-16
0.99417,3.4582e-07,0.0058248,6.0142e-14,1.7319e-15
0.99999,4.4839e-13,1.0891e-05,3.0735e-21,2.5267e-21
0.99997,5.9704e-12,2.5334e-05,3.976e-20,8.2858e-21
0.9999,7.5636e-09,0.00010489,8.6429e-18,6.2523e-21
0.97765,8.9559e-06,0.022345,2.3568e-12,2.3562e-14
0.98214,5.083e-06,0.017856,1.2563e-12,1.5512e-14
0.90406,1.109e-06,0.095939,1.6186e-11,4.34e-11
0.9465,1.8861e-06,0.053501,7.1486e-12,2.7105e-12
0.075058,0.0082825,0.91666,6.6921e-07,3.5501e-08
0.99717,1.5917e-07,0.0028259,1.1263e-14,1.9103e-16
0.9952,2.9864e-06,0.0047973,9.719e-14,1.4287e-16
0.91078,0.00012902,0.089091,9.4236e-11,6.8058e-13
0.98343,2.3365e-05,0.016544,1.9615e-12,3.2826e-15
0.0084802,0.017856,0.97365,1.3436e-05,2.1834e-06
0.77072,0.0026204,0.22666,1.889e-09,3.0802e-12
0.99691,5.233e-08,0.0030855,8.2677e-15,6.55e-16
0.99612,3.2184e-07,0.0038805,2.6501e-14,3.7027e-16
0.98983,1.5913e-06,0.01017,2.8489e-13,4.3421e-15
0.98345,1.3814e-05,0.016533,1.5295e-12,4.9061e-15
0.98423,7.6352e-06,0.015763,1.1956e-12,6.9502e-15
0.4601,0.0010151,0.53889,1.2238e-08,5.6899e-10
0.99977,3.4521e-09,0.00023111,2.7821e-17,2.6065e-19
0.96911,0.00013964,0.030754,1.1984e-11,8.7243e-15
0.9467,0.00016225,0.053135,3.4813e-11,6.7409e-14
0.99755,9.5402e-08,0.0024461,6.7001e-15,1.5849e-16
0.99445,4.6084e-06,0.0055454,1.3515e-13,1.696e-16
0.98818,1.0628e-08,0.01182,5.3242e-14,4.4921e-13
0.99999,3.666e-12,1.3696e-05,1.0588e-20,1.1053e-21
0.99495,2.9557e-06,0.0050455,1.0071e-13,1.723e-16
0.97925,1.2339e-06,0.020748,9.0161e-13,8.5693e-14
0.99496,7.8395e-07,0.0050379,5.9838e-14,4.9898e-16
0.9823,2.7149e-06,0.017693,9.5539e-13,2.4873e-14
0.99979,4.0605e-09,0.00020558,2.2736e-17,1.4058e-19
0.99974,6.9776e-11,0.00026354,7.2569e-18,9.897e-18
0.84132,0.00011082,0.15857,2.687e-10,8.4125e-12
0.0050476,0.021478,0.97344,2.7351e-05,5.4422e-06
0.92035,9.691e-05,0.079553,6.364e-11,5.367e-13
0.0012048,0.20405,0.7945,0.00023421,7.6119e-06
0.96813,3.0045e-06,0.031867,2.9489e-12,2.2984e-13
0.96767,2.1171e-06,0.032326,2.7121e-12,3.2364e-13
0.76886,0.0019455,0.22919,1.7565e-09,4.1754e-12
0.9999,7.6656e-09,9.8142e-05,7.3174e-18,4.641e-21
0.22353,0.00024147,0.77622,3.1453e-08,3.3301e-08
0.88554,0.00022535,0.11424,1.817e-10,1.2103e-12
0.98822,4.4226e-06,0.011773,5.337e-13,3.3068e-15
0.00029151,0.089793,0.90799,0.0014077,0.00051307
0.0050461,0.021822,0.9731,2.8137e-05,5.4729e-06
0.00045441,0.033218,0.96512,0.00062582,0.00057989
0.00014658,0.34898,0.64794,0.00275,0.00018477
0.28609,0.0030493,0.71087,5.598e-08,1.8505e-09
0.00072157,0.41957,0.57933,0.00037255,3.8076e-06
0.00069037,0.40521,0.5937,0.0003955,4.6647e-06
0.0063123,0.039916,0.95374,2.6925e-05,2.0122e-06
8.8826e-11,0.0070238,0.0011643,0.21525,0.77656
2.9083e-11,8.2581e-05,0.00026871,0.010417,0.98923
1.8619e-10,0.00201,0.0013938,0.073693,0.9229
1.571e-14,0.00024989,5.8799e-06,0.13474,0.865
4.2898e-15,0.0012356,3.6026e-06,0.48894,0.50982
1.5625e-18,1.7451e-06,1.5637e-08,0.028892,0.97111
2.1501e-16,0.010416,4.5821e-07,0.97458,0.015006
5.4895e-13,0.0077215,6.7557e-05,0.56168,0.43053
1.1819e-11,0.1006,0.00036552,0.83372,0.06531
1.4268e-19,4.0188e-06,5.0887e-09,0.093263,0.90673
1.1832e-15,0.00017652,1.3477e-06,0.18877,0.81105
4.0656e-16,1.762e-06,3.0825e-07,0.0077482,0.99225
1.7949e-13,0.0024856,3.2039e-05,0.38291,0.61457
2.2422e-17,0.0012673,1.5157e-07,0.87629,0.12244
7.7408e-17,0.0006323,3.3083e-07,0.64854,0.35082
1.8666e-18,4.4218e-06,2.07e-08,0.055455,0.94454
3.8422e-17,0.001517,2.0859e-07,0.87708,0.1214
7.8136e-14,0.001682,1.9378e-05,0.34887,0.64943
5.0418e-15,0.0014591,3.9825e-06,0.52657,0.47196
6.8385e-17,4.1112e-05,2.212e-07,0.12676,0.8732
4.5569e-12,0.087706,0.00019951,0.86102,0.051074
2.0544e-14,0.0029034,9.2871e-06,0.59228,0.40481
1.0468e-14,0.00064475,5.5489e-06,0.27676,0.72259
1.5142e-12,0.010358,0.00012307,0.56293,0.42659
1.4174e-19,4.9165e-07,3.3333e-09,0.018823,0.98118
2.2768e-14,0.051204,7.1626e-06,0.93742,0.011367
4.3891e-13,0.0025308,5.3176e-05,0.32282,0.67459
1.1741e-13,0.013574,2.5662e-05,0.82663,0.15977
5.7001e-17,0.00035898,2.7199e-07,0.51687,0.48277
2.7729e-17,0.001035,1.7569e-07,0.83257,0.1664
8.4944e-20,1.6497e-07,2.0266e-09,0.0094111,0.99059
4.1968e-18,7.6873e-07,2.2557e-08,0.011667,0.98833
1.8066e-17,0.00026772,1.3798e-07,0.52664,0.47309
1.1661e-17,1.5245e-05,7.0982e-08,0.089107,0.91088
3.2006e-19,1.0168e-05,9.361e-09,0.1518,0.84819
1.0936e-19,1.8306e-05,5.6941e-09,0.27935,0.72063
5.414e-18,2.0549e-05,4.9402e-08,0.13202,0.86796
1.1901e-19,2.1966e-05,6.1473e-09,0.30685,0.69313
