9.3495e-06,0.00015361,0.015345,0.98449
3.1677e-06,7.9045e-06,0.053553,0.94644
0.0019912,7.5086e-07,0.37994,0.61806
0.0020098,4.64e-08,0.67801,0.31998
4.5389e-08,0.0024666,0.0012429,0.99629
0.00076733,1.4252e-06,0.27834,0.72089
0.0028464,2.3746e-05,0.11248,0.88465
0.0028896,4.2015e-07,0.46407,0.53304
1.5202e-08,0.089297,0.00014635,0.91056
4.0751e-08,0.023679,0.00037767,0.97594
0.0024169,0.00079773,0.019998,0.97679
0.00033956,1.6714e-07,0.47595,0.52371
0.088092,1.7891e-07,0.62425,0.28766
0.015699,8.0567e-08,0.69176,0.29254
0.010678,5.2458e-08,0.71889,0.27043
0.023033,1.0322e-05,0.20987,0.76709
0.62566,1.5369e-07,0.26879,0.10555
5.94e-07,0.00033344,0.0058457,0.99382
6.2327e-05,2.4481e-06,0.15145,0.84848
0.37974,3.9638e-11,0.61224,0.0080224
0.0044037,1.5738e-06,0.33934,0.65626
0.0024063,7.1037e-07,0.4025,0.59509
3.2645e-08,0.00050529,0.0026382,0.99686
0.0027856,9.3571e-14,0.99498,0.0022344
9.2782e-06,3.3945e-05,0.032187,0.96777
9.7499e-09,0.0032454,0.00080102,0.99595
0.075234,4.1178e-10,0.89008,0.034683
0.015165,3.8331e-11,0.96646,0.018374
0.0030113,5.5738e-07,0.43504,0.56195
0.061999,1.7419e-08,0.79655,0.14145
0.00022973,3.5601e-10,0.91997,0.0798
6.2004e-05,0.00096681,0.0086722,0.9903
0.034853,2.3716e-06,0.36964,0.5955
0.0010284,1.5722e-07,0.53093,0.46804
1.8834e-05,5.6758e-05,0.029637,0.97029
4.0614e-07,0.0053942,0.0013225,0.99328
7.209e-07,0.018038,0.00077968,0.98118
2.4882e-08,0.36687,4.5979e-05,0.63309
0.00058659,3.1477e-05,0.075483,0.9239
0.9532,6.536e-07,0.021417,0.025383
0.0074115,1.1244e-08,0.82505,0.16754
0.0036098,7.3612e-09,0.83641,0.15998
0.0094341,2.8894e-10,0.94707,0.043492
0.0013137,0.0029508,0.009256,0.98648
0.00021078,9.5865e-05,0.035733,0.96396
0.00042033,3.2791e-08,0.65844,0.34114
9.8746e-07,9.9448e-05,0.012179,0.98772
0.00021193,5.4368e-05,0.047316,0.95242
0.00024906,1.8394e-05,0.081502,0.91823
3.7513e-05,2.6426e-05,0.049322,0.95061
0.017154,8.8901e-06,0.21986,0.76297
0.0044899,0.010705,0.0057531,0.97905
0.015122,2.2631e-05,0.15188,0.83298
0.0060081,2.9969e-06,0.28739,0.70659
2.6725e-05,4.5766e-06,0.10757,0.8924
1.1551e-05,5.3769e-05,0.027937,0.972
0.0011109,3.6028e-06,0.20918,0.7897
4.5957e-06,8.2109e-06,0.057249,0.94274
4.046e-06,0.00017846,0.01204,0.98778
0.0028523,1.6033e-13,0.99427,0.0028811
0.091991,6.9401e-16,0.90783,0.00018012
0.046773,9.7471e-17,0.95313,9.4389e-05
0.11207,8.376e-13,0.88509,0.0028387
0.28135,2.8223e-09,0.67071,0.047941
0.00074367,1.4693e-11,0.97898,0.020277
0.0097174,3.4465e-11,0.97097,0.019316
4.4343e-05,9.8233e-07,0.21638,0.78357
0.00096713,3.4465e-07,0.44214,0.55689
5.7548e-05,1.3646e-06,0.20066,0.79928
0.13902,8.5329e-11,0.84502,0.015963
6.754e-10,0.97661,1.8125e-07,0.023387
1.1784e-06,0.63991,3.6894e-05,0.36005
5.8717e-08,0.88435,3.7677e-06,0.11564
1.0843e-15,0.99985,1.6108e-11,0.00015441
5.0018e-07,0.44169,6.7288e-05,0.55824
3.6686e-06,0.57415,6.0856e-05,0.42578
6.4051e-09,0.89159,2.238e-06,0.10841
5.3479e-21,1,1.3576e-17,2.4276e-08
4.6325e-14,0.99997,4.8269e-12,3.4048e-05
1.066e-08,0.49012,2.5722e-05,0.50986
7.9119e-05,0.37179,0.00024044,0.62789
1.7031e-12,0.99983,7.8364e-11,0.00016903
2.9455e-18,1,8.5192e-16,2.1732e-07
6.4816e-19,0.99997,4.5085e-13,3.1572e-05
