1.4422e-17,0.99998,3.2498e-13,1.5446e-05
3.0143e-13,0.99434,5.9247e-09,0.0056619
7.331e-16,0.99907,1.6016e-10,0.00093071
1.5739e-15,0.99995,4.0317e-12,4.955e-05
2.1123e-21,1,4.1564e-19,2.028e-09
7.9153e-21,1,6.3394e-18,1.2965e-08
1.1732e-20,1,4.6578e-15,1.7975e-06
2.2882e-14,0.99945,1.5942e-10,0.00055055
1.4801e-14,0.99964,8.4206e-11,0.00036232
1.9646e-11,0.99979,1.6636e-10,0.00020519
1.6034e-12,0.99975,1.3466e-10,0.00024571
1.3006e-07,0.52612,3.8089e-05,0.47384
1.9281e-16,0.99997,1.0849e-12,2.5769e-05
1.9505e-16,0.99981,1.5924e-11,0.00019277
6.8043e-13,0.99563,4.9939e-09,0.0043746
4.1014e-15,0.99904,2.35e-10,0.00095872
9.3611e-06,0.093119,0.00050655,0.90636
3.9599e-12,0.95823,1.3667e-07,0.041773
5.3258e-16,0.99999,5.1527e-13,1.2765e-05
3.7695e-16,0.99996,2.4781e-12,4.3482e-05
4.1395e-15,0.99985,2.0567e-11,0.00015073
5.5927e-15,0.99932,1.5598e-10,0.00068282
7.3793e-15,0.99954,1.0154e-10,0.00045875
7.2357e-10,0.95808,3.9663e-07,0.041917
3.3232e-19,1,5.8605e-15,1.2705e-06
1.183e-14,0.99648,1.5884e-09,0.0035192
7.9105e-14,0.99557,3.1225e-09,0.0044319
1.5357e-16,0.99998,6.23e-13,1.7967e-05
2.3184e-16,0.99974,2.3614e-11,0.0002647
1.8273e-13,0.99999,6.2293e-13,6.024e-06
1.202e-21,1,2.4015e-18,8.3193e-09
2.286e-16,0.99981,1.6063e-11,0.00019402
6.1444e-14,0.99985,3.3788e-11,0.00014985
5.3522e-16,0.99992,6.1138e-12,8.1954e-05
2.1451e-14,0.99976,5.248e-11,0.00024084
1.8976e-19,1,5.6847e-15,1.3807e-06
6.3814e-18,1,3.749e-16,1.0393e-07
7.155e-12,0.99522,8.8061e-09,0.0047846
2.1982e-05,0.055218,0.00083843,0.94392
5.1984e-13,0.99647,3.4395e-09,0.0035308
1.1188e-05,0.0041019,0.0028746,0.99301
1.6741e-13,0.99971,1.0328e-10,0.00029422
2.2358e-13,0.99977,8.2331e-11,0.00023478
5.1602e-12,0.96519,1.1402e-07,0.034807
8.8571e-21,1,4.2566e-15,1.7915e-06
5.3964e-08,0.96664,6.7835e-07,0.03336
1.2249e-12,0.99322,9.7581e-09,0.0067772
3.5143e-15,0.9997,4.8868e-11,0.00030257
0.0010266,0.0020152,0.011065,0.98589
2.202e-05,0.054708,0.00085342,0.94442
0.0018491,0.0055457,0.0073676,0.98524
0.00021906,0.00049382,0.016161,0.98313
3.4658e-09,0.87557,2.407e-06,0.12443
4.7576e-06,0.0017804,0.0040479,0.99417
5.8091e-06,0.0017426,0.0042011,0.99405
6.2092e-06,0.045436,0.00075103,0.95381
0.86157,7.6645e-10,0.13157,0.0068604
0.99589,3.4475e-10,0.0037838,0.00033084
0.95669,1.7181e-09,0.039544,0.0037614
0.96025,1.7961e-13,0.039646,0.00010074
0.77918,5.5556e-14,0.22058,0.00024149
0.99686,2.5002e-17,0.0031426,4.3669e-07
0.032131,2.3525e-15,0.96752,0.00034572
0.62144,5.769e-12,0.37618,0.0023776
0.084804,7.5448e-11,0.89836,0.016835
0.98985,2.2211e-18,0.010152,4.1047e-07
0.95069,1.4435e-14,0.049263,4.3551e-05
0.99887,6.537e-15,0.0011308,1.8215e-06
0.81202,1.9347e-12,0.18713,0.00085008
0.3428,4.6197e-16,0.6571,9.5322e-05
0.69782,1.3162e-15,0.30211,7.0226e-05
0.99326,2.814e-17,0.0067412,8.1823e-07
0.32882,7.5626e-16,0.67106,0.00011818
0.84413,8.636e-13,0.15533,0.00054133
0.74901,6.5981e-14,0.25071,0.00028376
0.97624,9.0103e-16,0.023748,8.333e-06
0.068842,2.9607e-11,0.91912,0.012043
0.66005,2.5795e-13,0.33933,0.00062069
0.90096,1.2195e-13,0.098859,0.00017721
0.60242,1.5118e-11,0.394,0.0035773
0.99835,2.5224e-18,0.0016536,1.0988e-07
0.016657,1.4771e-13,0.98135,0.0019934
0.84223,4.5352e-12,0.15673,0.001042
0.28265,1.2931e-12,0.71499,0.0023508
0.81413,8.9113e-16,0.18583,4.1103e-05
0.4386,5.618e-16,0.56132,8.731e-05
0.99928,1.6406e-18,0.00072101,4.9146e-08
0.99872,7.2533e-17,0.0012791,3.4529e-07
0.81878,2.9748e-16,0.1812,2.6392e-05
0.98619,1.6367e-16,0.013805,2.8614e-06
0.9802,4.843e-18,0.019796,9.2892e-07
0.95708,1.7835e-18,0.042914,1.1352e-06
0.97905,7.6408e-17,0.020944,2.901e-06
0.95025,1.9665e-18,0.049749,1.3316e-06
0.99224,1.5374e-16,0.0077566,1.8104e-06
0.0040676,7.1572e-13,0.9913,0.0046302
0.94492,2.4402e-16,0.055072,9.8009e-06
0.8622,2.4998e-12,0.13705,0.00074741
0.85932,3.768e-13,0.14032,0.00035967
0.96039,1.8246e-15,0.03959,1.6477e-05
0.98278,3.4751e-11,0.016804,0.00041841
0.64576,1.111e-14,0.35405,0.00018785
0.90423,4.2265e-14,0.095663,0.00011083
0.8306,1.6219e-17,0.16939,7.932e-06
0.99986,7.6926e-19,0.00013994,1.0655e-08
0.97764,1.2684e-19,0.022362,2.4766e-07
0.98719,3.0697e-18,0.012809,5.6191e-07
0.69057,3.2146e-16,0.30939,4.1808e-05
0.34033,4.3356e-14,0.6591,0.00056847
0.96098,4.2329e-18,0.039016,1.4836e-06
0.55916,3.3196e-13,0.43996,0.00087949
0.77112,2.8098e-11,0.22594,0.002947
0.93087,1.4195e-11,0.068246,0.00087878
0.52349,5.0943e-09,0.43681,0.039696
0.099895,3.9331e-11,0.88744,0.01266
0.033238,1.9037e-11,0.9545,0.012258
0.95207,6.6572e-13,0.047733,0.0001981
0.011334,5.8341e-12,0.97937,0.0092921
0.74294,8.4266e-17,0.25704,2.1414e-05
0.99992,3.8523e-14,7.6482e-05,4.8615e-07
0.36893,3.3428e-12,0.628,0.0030669
0.27757,4.2796e-13,0.72085,0.0015879
0.83218,1.8346e-16,0.1678,2.0486e-05
0.99981,4.2775e-12,0.00017969,5.9745e-06
0.3339,5.3546e-14,0.66547,0.0006303
0.96981,2.226e-13,0.030097,8.9976e-05
