0.40771,0.59229
0.05855,0.94145
0.0003258,0.99967
2.8448e-05,0.99997
0.9931,0.0068957
0.00090262,0.9991
0.0070111,0.99299
0.00016397,0.99984
0.99989,0.00011104
0.99931,0.00069069
0.19375,0.80625
0.00018665,0.99981
1.8398e-05,0.99998
1.8978e-05,0.99998
1.5542e-05,0.99998
0.0012115,0.99879
1.019e-05,0.99999
0.84983,0.15017
0.0048288,0.99517
1.2883e-08,1
0.00044648,0.99955
0.00028438,0.99972
0.97214,0.02786
6.4732e-10,1
0.13472,0.86528
0.99749,0.0025079
1.3784e-07,1
3.8915e-08,1
0.00020702,0.99979
3.0597e-06,1
1.2834e-06,1
0.63155,0.36845
0.00025852,0.99974
0.00010859,0.99989
0.15429,0.84571
0.99081,0.0091904
0.99636,0.0036389
0.99997,2.8434e-05
0.019242,0.98076
7.2462e-05,0.99993
5.0644e-06,0.99999
4.8222e-06,1
2.361e-07,1
0.54048,0.45952
0.087589,0.91241
4.1388e-05,0.99996
0.57036,0.42964
0.05193,0.94807
0.017255,0.98274
0.058107,0.94189
0.0011994,0.9988
0.70325,0.29675
0.0030685,0.99693
0.00069987,0.9993
0.012876,0.98712
0.17934,0.82066
0.0018138,0.99819
0.051062,0.94894
0.54492,0.45508
9.7687e-10,1
3.272e-12,1
8.9089e-13,1
8.5281e-10,1
4.1663e-07,1
6.1549e-08,1
4.2579e-08,1
0.002366,0.99763
0.00022342,0.99978
0.0028513,0.99715
3.1544e-08,1
1,3.4944e-07
0.99992,7.9953e-05
0.99999,7.5619e-06
1,4.0732e-11
0.9999,9.5721e-05
0.99983,0.00016811
1,2.4875e-06
1,1.2483e-15
1,1.1702e-10
0.99999,1.2714e-05
0.99859,0.0014065
1,1.5039e-09
1,8.113e-14
1,4.962e-13
1,1.5463e-12
1,3.9659e-09
1,8.4512e-11
1,2.7491e-11
1,2.2283e-16
1,1.0933e-15
1,1.6475e-14
1,3.4227e-10
1,2.2392e-10
1,5.4459e-09
1,1.7918e-09
0.99996,3.8547e-05
1,7.074e-12
1,2.0043e-11
1,5.154e-09
1,1.975e-10
0.99763,0.0023727
1,3.949e-08
1,8.0486e-12
1,1.2795e-11
1,7.7071e-11
1,1.9183e-10
1,1.8094e-10
1,4.9537e-07
1,7.0064e-14
1,6.4054e-10
1,1.807e-09
1,5.2248e-12
1,2.5292e-11
1,9.2969e-11
1,3.4865e-16
1,2.1572e-11
1,2.8194e-10
1,2.0954e-11
1,2.1721e-10
1,5.5333e-14
1,8.0843e-14
1,1.6801e-08
0.99386,0.0061419
1,4.0252e-09
0.94317,0.05683
1,6.5043e-10
1,6.686e-10
1,4.0718e-08
1,1.4255e-14
1,3.5145e-06
1,8.5567e-09
1,1.0119e-10
0.47394,0.52606
0.99377,0.0062266
0.64992,0.35008
0.32185,0.67815
1,2.0217e-06
0.9149,0.085103
0.90552,0.09448
0.99589,0.0041066
1.7744e-07,1
3.5067e-07,1
5.1327e-07,1
3.53e-10,1
7.7877e-11,1
8.0589e-13,1
1.3039e-11,1
2.7597e-09,1
3.4312e-08,1
7.495e-14,1
4.4093e-11,1
9.9343e-11,1
1.372e-09,1
1.5841e-12,1
3.6978e-12,1
6.5879e-13,1
2.3626e-12,1
7.6382e-10,1
8.6553e-11,1
6.3982e-12,1
1.7669e-08,1
2.3897e-10,1
1.8651e-10,1
5.9189e-09,1
1.6635e-13,1
4.5234e-10,1
2.8429e-09,1
9.0995e-10,1
3.069e-12,1
1.7821e-12,1
1.6335e-13,1
2.6409e-12,1
1.2907e-12,1
2.0214e-12,1
1.0789e-13,1
3.6421e-14,1
9.42e-13,1
3.7214e-14,1
2.3935e-12,1
2.8066e-09,1
1.6441e-12,1
1.8433e-09,1
4.0726e-10,1
9.2217e-12,1
3.1943e-08,1
1.9495e-11,1
8.1777e-11,1
1.3062e-13,1
1.6816e-13,1
5.669e-15,1
8.8415e-14,1
1.1952e-12,1
5.8514e-11,1
7.4994e-14,1
2.81e-10,1
1.0807e-08,1
9.2611e-09,1
6.1053e-07,1
1.9197e-08,1
1.6288e-08,1
9.3019e-10,1
9.7542e-09,1
4.2909e-13,1
1.1457e-09,1
1.8149e-09,1
3.765e-10,1
8.9954e-13,1
3.4682e-08,1
6.941e-11,1
4.6244e-10,1
